AAPL,1476451800,117.89,643922
AAPL,1,117.63,1813966
AAPL,2,117.61,916400
AAPL,3,117.7253,854993
AAPL,4,117.86,703352
AAPL,5,117.6648,587184
AAPL,6,117.55,343763
AAPL,7,117.38,740375
AAPL,8,117.49,414587
AAPL,9,117.5695,525137
AAPL,10,117.64,318949
AAPL,11,117.64,439507
AAPL,12,117.595,363576
AAPL,13,117.59,274794
AAPL,14,117.65,343895
AAPL,15,117.71,346164
AAPL,16,117.69,359634
AAPL,17,117.67,392862
AAPL,18,117.65,400467
AAPL,19,117.66,407311
AAPL,20,117.64,347826
AAPL,21,117.47,467740
AAPL,22,117.575,377823
AAPL,23,117.555,282945
AAPL,24,117.5,280939
AAPL,25,117.28,751105
AAPL,26,117.32,371741
AAPL,27,117.319,271600
AAPL,28,117.33,234030
AAPL,29,117.36,266649
AAPL,30,117.34,202919
AAPL,31,117.34,238496
AAPL,32,117.4248,234314
AAPL,33,117.39,257621
AAPL,34,117.355,265590
AAPL,35,117.47,309019
AAPL,36,117.68,419643
AAPL,37,117.6157,381728
AAPL,38,117.655,194314
AAPL,39,117.556,198893
AAPL,40,117.52,142969
AAPL,41,117.5699,111114
AAPL,42,117.58,140224
AAPL,43,117.49,179554
AAPL,44,117.579,193275
AAPL,45,117.46,228578
AAPL,46,117.4299,121911
AAPL,47,117.465,161153
AAPL,48,117.43,124803
AAPL,49,117.69,437980
AAPL,50,117.84,591205
AAPL,51,117.67,243309
AAPL,52,117.555,271539
AAPL,53,117.44,273970
AAPL,54,117.545,195513
AAPL,55,117.43,316815
AAPL,56,117.42,283423
AAPL,57,117.39,258279
AAPL,58,117.509,244578
AAPL,59,117.61,250156
AAPL,60,117.67,210541
AAPL,61,117.6062,133689
AAPL,62,117.57,142333
AAPL,63,117.64,240016
AAPL,64,117.605,308623
AAPL,65,117.54,193285
AAPL,66,117.52,252720
AAPL,67,117.62,168720
AAPL,68,117.6899,217374
AAPL,69,117.69,282138
AAPL,70,117.68,194858
AAPL,71,117.67,427915
AAPL,72,117.613,311410
AAPL,73,117.73,319971
AAPL,74,117.8293,612183
AAPL,75,117.725,525171
AAPL,76,117.6956,482676
AAPL,77,117.605,575321
AAPL,78,117.66,3337788
AAPL,864,117.34,549615
AAPL,865,117.06,916182
AAPL,866,116.93,818599
AAPL,867,117.0989,711117
AAPL,868,117.16,409977
AAPL,869,116.94,556699
AAPL,870,116.93,520977
AAPL,871,116.82,521558
AAPL,872,117.0362,420136
AAPL,873,117.06,311534
AAPL,874,117.01,262851
AAPL,875,117.2495,294917
