FB,1477488600,131.98,8640
FB,196,131.04,117917
FB,197,131.04,6010
FB,199,131.04,395
FB,200,131.04,63791
FB,201,131.4927,15400
FB,203,131.04,32755
FB,204,131.04,700
FB,205,131.04,38244
FB,206,131.04,300
FB,207,131.09,1175
FB,208,131.1,146
FB,209,131.2,432
FB,210,131.19,105
FB,211,131.19,395
FB,212,131.18,34
FB,213,131.19,10
FB,214,131.11,1384
FB,215,132,1244
FB,216,131.065,5446
FB,217,131.12,10
FB,218,131.145,150
FB,219,131.18,200
FB,220,131.18,100
FB,222,131.15,654
FB,223,131.12,2634
FB,224,131.12,311
FB,225,131.12,200
FB,227,131.17,535
FB,228,131.17,92
FB,230,131.17,30
FB,231,131.17,20
FB,232,131.04,13192
FB,233,131.15,937
FB,237,131.12,590
FB,239,131.19,23
FB,245,131.12,50
FB,247,131.2,50
FB,248,131.18,208
FB,249,131.11,4000
FB,253,131.12,70
FB,258,131.12,100
FB,263,131.2,3528
FB,265,131.2,800
FB,268,131.12,30
FB,269,131.2,150
FB,271,131.18,100
FB,273,131.16,100
FB,274,131.2,164
FB,276,131.2,11
FB,278,131.16,100
FB,279,131.15,700
FB,280,131.2,4
FB,281,131.22,1650
FB,282,131.2,100
FB,287,131.28,100
FB,290,131.25,19
FB,292,131.2,500
FB,296,131.21,112
FB,297,131.21,10
FB,301,131.28,1751
FB,303,131.28,1500
FB,304,131.28,17
FB,311,131.25,1800
FB,314,131.29,225
FB,315,131.28,550
FB,555,131.79,100
FB,569,131.73,65
FB,572,131.73,5
FB,578,131.68,207
FB,580,131.68,1
FB,595,131.62,59
FB,604,131.63,301
FB,610,131.54,1001
FB,612,131.54,115
FB,629,131.33,200
FB,630,131.34,100
FB,631,131.34,50
FB,641,131.64,141
FB,642,131.63,400
FB,647,131.51,1220
FB,648,131.6,230
FB,649,131.3,615
FB,654,131.7,5000
FB,655,131.7,60
FB,656,131.5,2615
FB,659,131.48,320
FB,661,131.54,170
FB,669,131.67,42
FB,672,131.68,1055
FB,673,131.69,400
FB,675,131.6,270
FB,676,131.65,7758
FB,677,131.65,14
FB,678,131.65,2100
FB,679,131.65,318
FB,680,131.65,589
FB,681,131.65,100
FB,682,131.65,117
FB,683,131.65,50
FB,684,131.64,70
FB,685,131.68,1930
FB,686,131.65,1144
FB,688,131.65,50
FB,690,131.6,1187
FB,691,131.65,42
FB,692,131.7,2850
FB,693,131.55,8278
FB,694,131.68,255
FB,695,131.65,93
FB,696,131.55,952
FB,697,131.65,140
FB,698,131.65,90
FB,699,131.7,400
FB,700,131.69,75
FB,701,131.7,357
FB,702,131.7,99
FB,703,131.7,142
FB,704,131.7,2250
FB,705,131.7,172
FB,706,131.7,52
FB,707,131.72,1828
FB,708,131.59,2269
FB,709,131.7,677
FB,710,131.7,33
FB,712,131.72,592
FB,714,131.7,19
FB,715,131.7,4581
FB,716,131.7,1365
FB,717,131.66,4025
FB,718,131.65,2718
FB,719,131.7,3785
FB,720,131.74,11133
FB,915,129.69,37
FB,916,129.43,260513
FB,917,129.38,41335
FB,918,129.58,11633
FB,919,129.25,3010
FB,920,129.29,347998
FB,921,130.2344,30628
FB,922,129.44,9302
FB,923,129.35,10023
FB,924,129.5,1287
FB,925,129.7,9447
FB,926,129.9,19713
FB,927,129.8,14091
FB,928,129.9,27789
FB,929,129.81,6787
FB,930,130,18655
FB,931,130.1,29529
FB,932,130.15,4803
FB,933,130.06,10332
FB,934,130.24,2723
FB,935,130.2,2985
FB,936,130.3,5174
FB,937,130.4,4717
FB,938,129.69,6576
FB,939,130.35,12991
FB,940,130.4,1480
FB,941,130.38,954
FB,942,130.3,1071
FB,943,130.3,4479
FB,944,130.3,5528
FB,945,130.25,6400
FB,946,130.33,95
FB,947,130.3,3043
FB,948,130.03,15233
FB,950,130.03,103
FB,951,130,4738
FB,952,130.19,906
FB,953,130,10473
FB,954,130,836
FB,955,130,100
FB,956,130,1071
FB,957,130,2100
FB,958,130.05,1806
FB,959,130.2,11400
FB,960,130.3,9
FB,961,130.2,300
FB,962,130.29,1915
FB,963,130.31,17300
FB,964,130.3,1900
FB,965,130.3,12721
FB,966,130.3,1741
FB,967,130.32,3774
FB,968,130.3,2244
FB,969,130.33,153
FB,970,130.33,100
FB,971,130.3,75
FB,972,130.3,4
FB,973,130.31,411
FB,974,130.31,15
FB,975,130.34,1823
FB,976,130.3,110
FB,977,130.15,3
FB,978,130.17,2041
FB,981,130.3,219
FB,982,130.16,4000
FB,983,130.08,12569
FB,984,130,700
FB,986,130,1035
FB,988,130,392
FB,990,130.08,3100
FB,992,130.01,3100
FB,993,130.01,2210
FB,994,130.1,3326
FB,996,130.26,1450
FB,1477608600,130.23,94
FB,2,130.15,6
FB,5,130.23,430
FB,6,130.26,1497
FB,7,130.28,985
FB,8,130.2,1252
FB,11,130.25,1160
FB,12,130.28,510
FB,13,130.2,210
FB,15,130.2,370
FB,16,130.28,440
FB,17,130.28,104
FB,18,130.21,100
FB,21,130.28,2110
FB,22,130.21,815
FB,23,130.25,254
FB,24,130.28,746
FB,25,130.28,50
FB,26,130.22,1000
FB,27,130.22,12
FB,30,130.27,1000
FB,31,130.28,1600
FB,32,130.35,2500
FB,33,130.26,1842
FB,34,130.26,6
FB,35,130.4,2700
FB,281,130.19,50
FB,286,130.19,5
FB,291,130,10
FB,302,129.78,200
FB,326,130.17,67
FB,327,130.17,20
FB,328,130.17,1
FB,329,130,73
FB,341,130.17,61
FB,342,130.17,57
FB,343,130.17,12
FB,345,130.1,399
FB,348,130.19,49
FB,351,130.2,100
FB,362,130.27,200
FB,367,130.3,500
FB,369,130.4,205
FB,370,130.35,895
FB,372,130.56,650
FB,373,130.65,1000
FB,375,130.45,1045
FB,378,130.57,1316
FB,380,130.58,300
FB,385,130.41,2368
FB,386,130.55,224
FB,387,130.54,80
FB,392,130.5,600
FB,396,130.38,2310
FB,397,130.32,2325
FB,398,130.38,150
FB,399,130.32,932
FB,400,130.32,60
FB,401,130.29,2614
FB,402,130.27,1300
FB,403,130.35,412
FB,404,130.35,200
FB,405,130.32,780
FB,406,130.25,1161
FB,407,130.25,710
FB,408,130.1,3195
FB,409,130.15,630
FB,411,130.2,2528
FB,412,130.29,1506
FB,413,130.3,2944
FB,414,130.12,7206
FB,415,130.16,1210
FB,416,130.29,1000
FB,417,130.26,650
FB,418,130.28,1481
FB,420,130.28,2059
FB,421,130.35,841
FB,422,130.3,1800
FB,423,130.35,2908
FB,424,130.36,374
FB,425,130.36,500
FB,426,130.5,1144
FB,427,130.5,3867
FB,428,130.49,882
FB,429,130.43,474
FB,430,130.43,2138
FB,431,130.41,638
FB,432,130.43,1679
FB,433,130.5,23732
FB,434,130.4,4492
FB,435,130.45,1360
FB,436,130.45,325
FB,437,130.36,2113
FB,438,130.45,13
FB,439,130.45,2501
FB,440,130.49,5649
FB,635,131.29,418
FB,636,131.31,293616
FB,637,131.35,6902
FB,638,131.31,2608
FB,639,131.3,4200
FB,640,131.4,4030
FB,641,131.673,20250
FB,642,131.39,23960
FB,643,131.4,450
FB,646,131.31,2120
FB,647,131.29,30340
FB,648,131.35,300
FB,649,131.32,201
FB,650,131.35,435
FB,651,131.29,2413
FB,652,131.25,25818
FB,653,131.25,2000
FB,654,131.28,1137
FB,655,131.25,5863
FB,656,131.15,18013
FB,657,131.15,1550
FB,658,131.15,2122
FB,659,131.15,700
FB,660,131.1,3000
FB,661,131.05,3565
FB,662,131.05,5200
FB,663,131.05,3
FB,664,131.07,249
FB,665,131.19,10
FB,666,131.2,2491
FB,667,131.21,3070
FB,668,131.21,350
FB,669,131.29,936
FB,670,131.23,1908
FB,671,131.22,100
FB,672,131.22,52
FB,673,131.34,8838
FB,674,131.33,100
FB,675,131.35,3660
FB,676,131.37,739
FB,677,131.3,9225
FB,678,131.38,44
FB,679,131.37,1650
FB,680,131.3,205
FB,681,131.32,468
FB,682,131.32,1175
FB,683,131.32,2840
FB,684,131.33,6593
FB,685,131.17,100
FB,686,131.28,50
FB,687,131.28,305
FB,688,131.2,15
FB,689,131.16,625
FB,690,131.2,166
FB,691,131.2,984
FB,694,131.2,180
FB,695,131.2,22
FB,696,131.24,50
FB,697,131.28,1150
FB,699,131.27,10
FB,700,131.24,800
FB,701,131.24,200
FB,702,131.24,250
FB,705,131.28,4200
FB,707,131.28,1500
FB,708,131.28,1000
FB,710,131.28,50
FB,716,131.28,50
FB,717,131.34,6182
FB,718,131.28,218
FB,719,131.28,705
FB,720,131.28,77
FB,721,131.35,1100
FB,723,131.35,100
FB,725,131.36,148
FB,726,131.35,4007
FB,727,131.38,20
FB,728,131.38,100
FB,730,131.4,400
FB,736,131.3,2123
FB,738,131.35,25
FB,739,131.36,255
FB,740,131.36,520
FB,741,131.36,180
FB,743,131.39,200
FB,744,131.43,675
FB,746,131.44,250
FB,747,131.36,100
FB,751,131.41,50
FB,753,131.4,650
FB,754,131.33,2025
FB,755,131.36,1000
FB,1477900800,131.85,600
FB,1,131.92,1600
FB,3,131.92,200
FB,9,131.83,76
FB,14,131.7,300
FB,18,131.83,23
FB,21,131.7,275
FB,30,131.89,57
FB,32,131.89,144
FB,34,131.99,4755
FB,37,131.95,500
FB,41,131.89,156
FB,42,131.89,328
FB,51,131.8,500
FB,55,131.71,500
FB,66,131.71,153
FB,67,131.72,100
FB,71,131.86,73
FB,72,131.8,700
FB,73,131.76,848
FB,76,131.76,52
FB,77,131.71,100
FB,80,131.85,100
FB,85,131.8,42
FB,90,131.8,217
FB,92,131.79,400
FB,93,131.78,75
FB,94,131.75,525
FB,96,131.75,475
FB,97,131.71,100
FB,98,131.75,300
FB,99,131.71,2000
FB,100,131.79,3
FB,104,131.75,100
FB,106,131.78,84
FB,109,131.7,500
FB,110,131.75,525
FB,112,131.78,299
FB,113,131.7,700
FB,114,131.7,273
FB,115,131.71,425
FB,116,131.77,200
